index,type,smiles
1089,CARBONYL,CCCCC/C=C/C=C/CCCC=O
1090,YLIDE,CCOC(=O)c1c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cccc1OC(C)=O
1091,CARBONYL,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](C1)C(=O)C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC21OCCO1
1092,CARBONYL,O=C1CN(C(=O)OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1
1093,CARBONYL,COc1ccc(C(C)=O)c(Br)c1
1094,CARBONYL,C#Cc1cc(OC)c(OC)cc1C=O
1095,PHOSPHINE,CC(C)(C)P(c1ccccc1)c1ccccc1
1096,CARBONYL,Cc1ccc(O[Si](C)(C)C(C)(C)C)c(CCC=O)c1
1097,CARBONYL,CCC(C=O)CO[Si](C)(C)C(C)(C)C
1098,CARBONYL,COc1c(OC(C)=O)ccc(C=O)c1[N+](=O)[O-]
1099,CARBONYL,CCCCCCC1(CCCCCC)c2cc(C=O)ccc2-c2ccc(-c3ccncc3)cc21
1100,CARBONYL,COc1cccc(-c2ccccc2C=O)c1
1101,YLIDE,CCOc1ccc(-c2ccc(CCC=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c(F)c1F
1102,CARBONYL,COc1ccc(C=O)cc1OCc1ccccc1
1103,CARBONYL,O=C(c1cc(Br)cc(Br)c1)C(F)(F)F
1104,CARBONYL,CC(=O)c1ccc(F)cc1Br
1105,CARBONYL,COC(=O)C(CC=O)NC(=O)OC(C)(C)C
1106,CARBONYL,Cc1ccc(C(C)(C)C)c2c1ccc1c(C=O)cc(C(C)(C)C)cc12
1107,CARBONYL,CCC[C@H]1CC[C@H](CC(=O)c2ccc(-c3cccc(F)c3)cc2)CC1
1108,CARBONYL,COC(=O)C1(C(=O)OC)CC1CC=O
1109,CARBONYL,O=Cc1cccnc1Cl
1110,CARBONYL,O=Cc1cc(O)c(O)c(F)c1
1111,CARBONYL,O=Cc1cnc(Br)cn1
1112,CARBONYL,CC[Si](CC)(CC)/C(=C/CN([C@H](CC=O)Cc1ccccc1)S(=O)(=O)c1ccc(C)cc1)CO
1113,CARBONYL,C=C[C@@H](O)[C@H](OCc1ccccc1)[C@H](C=O)OCc1ccccc1
1114,CARBONYL,COc1ccc(CO[C@H](C=O)C[C@H](CCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)OCc2ccccc2)cc1
1115,CARBONYL,CC(C)(C)O[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@@]45C=CO[C@@H](C[C@]4(C)[C@H]3CC[C@]12C)O5
1116,CARBONYL,O=Cc1cc2c3c(c1O)CCCN3CCC2
1117,CARBONYL,CC(C)(C)OC(=O)N1CCC(CCC=O)(c2ccccc2)CC1
1118,CARBONYL,O=Cc1cnc2c(F)c(F)c(F)cc2c1Sc1ccc(F)cc1
1119,CARBONYL,O=Cc1cc(F)ccc1I
1120,YLIDE,CC(C)n1c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(-c2ccc(F)cc2)c2ccccc21
1121,CARBONYL,COc1cc(OC)cc(-c2cc3cc(C=O)cc(OC)c3o2)c1
1122,CARBONYL,CC(=O)CC(=O)C(F)(F)F
1123,CARBONYL,CCC(CC)O[C@@H](C=O)[C@@H](C[N+](=O)[O-])NC(C)=O
1124,CARBONYL,CC(C)[Si](OCCCC=O)(C(C)C)C(C)C
1125,CARBONYL,O=C1CC2C=CCC12
1126,CARBONYL,O=C1CCC([C@H]2CC[C@H](C3CCCC3)CC2)CC1
1127,CARBONYL,CC(C)(C)[Si](C)(C)O[C@H]1CCCC(=O)[C@@]1(C)COCc1ccccc1
1128,CARBONYL,O=C[C@H](OCc1ccccc1)[C@@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@H](O)COCc1ccccc1
1129,CARBONYL,COc1cccc(C=O)c1O
1130,CARBONYL,O=C1O[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O
1131,CARBONYL,O=Cc1ccc(Cl)cc1-c1ccc(Br)cc1
1132,CARBONYL,Cc1ccc(C(=O)COC2CCCCO2)cc1
1133,CARBONYL,CC(=O)c1ccc2ccccc2c1
1134,CARBONYL,CCCC[C@H](CC=O)[Si](C)(C)c1ccccc1
1135,CARBONYL,CC(C)(C)OC(=O)n1c2ccccc2c2cc(C=O)ccc21
1136,CARBONYL,COC(=O)CCCC1OC1/C=C/C=O
1137,CARBONYL,CCCC=O
1138,CARBONYL,O=Cc1cc(F)ccc1-c1ccccc1
1139,CARBONYL,Cc1cc(Br)c(C=O)c(Br)c1
1140,CARBONYL,C[C@@H]([C@@H](O[Si](C)(C)C(C)(C)C)[C@H](C)C=O)[C@H](CCOCc1ccccc1)O[Si](C)(C)C(C)(C)C
1141,CARBONYL,CC1(C)O[C@H]2O[C@H](C(=O)CO[Si](C)(C)C(C)(C)C)[C@H](O[Si](C)(C)C(C)(C)C)[C@H]2O1
1142,CARBONYL,COc1ccc(CO[C@H]([C@@H](C)[C@@H]2C[C@@H](C)OC(C)(C)O2)[C@@H](C)C=O)cc1
1143,CARBONYL,O=Cc1cccc(-n2c3ccccc3c3ccc4c(c5ccccc5n4-c4ccccc4)c32)c1
1144,CARBONYL,C=CC[C@@H](OCOC)[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C
1145,YLIDE,C(CCCCCCCCCOCc1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
1146,CARBONYL,COc1cc(C=O)c(OC)c(OC)c1
1147,CARBONYL,O=Cc1ccc(Br)cc1F
1148,CARBONYL,O=C(O)CC(CC(=O)c1ccccc1)c1ccc(Br)cc1
1149,CARBONYL,C=CC12CCC34C(C1)C3(CCN2CC=O)c1cc(OC)ccc1N4C(=O)OC(C)(C)C
1150,CARBONYL,O=C(c1cc(Cl)cc(Cl)c1)C(F)F
1151,CARBONYL,C=CC1CC1C=O
1152,CARBONYL,COc1ccc(C=O)c(O)c1I
1153,CARBONYL,Cc1ccc(S(=O)(=O)N2[C@H](c3ccccc3)[C@H](C=O)[C@H]3CC(=O)C=C[C@]32C)cc1
1154,CARBONYL,COC(=O)CCC[C@@H](C=O)O[Si](C)(C)C(C)(C)C
1155,CARBONYL,CCn1c2ccccc2c2cc(C(=O)c3cc(OC)c(OC)c(OC)c3)ccc21
1156,CARBONYL,CC/C=C(\C)C=O
1157,CARBONYL,CC(C=O)N1C(=O)c2ccccc2C1=O
1158,YLIDE,CC(C)(C)[Si](C)(C)OCC(Cl)(Cl)CCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
1159,CARBONYL,CC/C=C/CC/C=C/C=O
1160,CARBONYL,CC/C=C\C[C@@H]1OC(C)(C)O[C@@H]1C=O
1161,CARBONYL,Cc1c(C)c2c(c(C)c1O[Si](C)(C)C(C)(C)C)CC[C@@](C)(C=O)O2
1162,CARBONYL,O=Cc1ccc(OCc2ccccc2)c(O)c1
1163,CARBONYL,Cc1cc2c(cc1C(=O)c1ccc(C(=O)c3cc4c(cc3C)C(C)(C)CCC4(C)C)cc1)C(C)(C)CCC2(C)C
1164,CARBONYL,O=Cc1ccc2ccccc2c1I
1165,CARBONYL,C[C@H](C[C@@H]1O[C@@H]1C=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
1166,CARBONYL,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@H]4[C@H](C(=O)C[C@@]4(C)O)C(C=O)=CC[C@H]32)O1
1167,CARBONYL,O=C1C=CCO[C@@H]1n1cc(F)c(=O)[nH]c1=O
1168,CARBONYL,C[C@@H](C=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
1169,PHOSPHINE,Cc1cccc(P(c2cccc(C)c2)c2cccc(C)c2)c1
1170,CARBONYL,CC(C)Oc1ccc(S(=O)(=O)N2C[C@@H](O[Si](C)(C)C(C)(C)C)C[C@@H]2C=O)cc1
1171,CARBONYL,N#CC1(C=O)CC1C1CCN(c2ncc(Cl)cn2)CC1
1172,CARBONYL,Cc1ccc(S(=O)(=O)N(CCCCC=O)C(=O)OC(C)(C)C)cc1
1173,CARBONYL,CCC(=O)CCc1ccc(O[Si](C)(C)C(C)(C)C)cc1
1174,CARBONYL,COc1cc(OC)c(C(C)=O)c(OC)c1
1175,CARBONYL,CCOC(=O)C[C@](C)(CCC=O)O[Si](CC)(CC)CC
1176,CARBONYL,O=Cc1ccc2ccccc2c1O
1177,CARBONYL,CC(=O)CCCCCO
1178,CARBONYL,Nc1ccccc1C(=O)c1ccccc1
1179,CARBONYL,CCCOc1ccc(C=O)cc1OCc1ccccc1
1180,CARBONYL,CC(C)(C)OC(=O)C[C@H]1C[C@@H](C=O)OB(Cc2ccccc2)O1
1181,YLIDE,O=C(O)CCCCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
1182,CARBONYL,COc1ccc(COCCCCC[C@@H](C)C=O)cc1
1183,CARBONYL,CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]1C=O
1184,CARBONYL,CC#CC[C@@H](CC=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
1185,CARBONYL,CC(C)[Si](OCC[C@H](CC=O)[Si](C)(C)c1ccccc1)(C(C)C)C(C)C
1186,YLIDE,Cc1cc2c3ccccc3nc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)n2n1
1187,CARBONYL,CC(C)(C)[Si](C)(C)OC[C@@H]1O[C@@H]1C=O
1188,CARBONYL,O=Cc1cc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)nc(-c2ccccc2)c1
1189,CARBONYL,CC(C)(C=O)NC(=O)C(F)(F)F
1190,CARBONYL,C=CCOC1Cn2cc(Br)c(=O)c(OC)c2C(OCOC)C1(C)CC=O
1191,CARBONYL,COCOc1cccc([C@H]2C[C@@H]3[C@H](CO[Si](C)(C)C(C)(C)C)CC[C@H](OC)[C@]3(C=O)[C@@H]2C#N)c1OC
1192,CARBONYL,O=Cc1ccc(O[C@@H]2CO[C@H]3[C@@H]2OC[C@H]3OCc2ccccc2)o1
1193,CARBONYL,O=CCCCCCNC(=O)c1ccccc1
1194,CARBONYL,CC(=O)CCc1ccc(C)cc1O[Si](C)(C)C(C)(C)C
1195,CARBONYL,CC(=O)c1cnccc1NC(=O)c1ccccc1
1196,CARBONYL,C=C(C)c1c(C=O)ccn1Cc1cc(OC)c(OC)cc1I
1197,CARBONYL,CC(=O)CCc1ccc(O)cc1
1198,CARBONYL,COC(=O)c1cc(C(=O)c2ccccc2OC)cc2c1OCCC2
1199,CARBONYL,CSc1cccc(C)c1C=O
1200,CARBONYL,CC(=O)[C@@H]1CCC[C@H]1C#N
1201,CARBONYL,O=Cc1cc(Cl)ccc1-c1ccc2c(c1)c1ccccc1n2-c1ccccc1
1202,YLIDE,COc1ccc(OCc2ccccc2)c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1
1203,CARBONYL,CC(=O)N1C(=O)C(=O)c2ccc(Br)cc21
1204,CARBONYL,O=CC1=C(Br)CCOC1
1205,CARBONYL,CCCC1Oc2ccc(Br)cc2C(=O)C12COC2
1206,YLIDE,Cn1nc(-c2ccccc2)nc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
1207,CARBONYL,CCCCCc1ccc(C(=O)COC2CCCCO2)cc1
1208,CARBONYL,CCCCCCCCn1c2ccc(C=O)cc2c2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21
1209,CARBONYL,O=Cc1cccc(F)c1Br
1210,CARBONYL,O=C[C@H]1C[C@@H](OC(=O)c2ccccc2)CCO1
1211,CARBONYL,CCOc1ccc(COc2c(OC)cc(C=O)cc2OC)cc1
1212,CARBONYL,O=C[C@@]12CCCN1[C@@H](C(Cl)(Cl)Cl)OC2=O
1213,YLIDE,Brc1ccsc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
1214,YLIDE,CCOC(=O)CC=P(c1ccccc1)(c1ccccc1)c1ccccc1
1215,CARBONYL,CCCCN(CCCC)c1cc(OC)c(C=O)c(OC)c1
1216,PHOSPHINE,COCOc1ccccc1P(c1ccccc1OCOC)c1ccccc1OCOC
1217,CARBONYL,CC(C)(C)OC(=O)Nc1ccccc1N[C@H](C=O)Cc1ccccc1
1218,CARBONYL,CC(C)(C)OC(=O)[C@H](CCC=O)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
1219,CARBONYL,COc1cc(OC)c(OC)c(C[C@]2(C)C(=O)CC[C@@]3(C)[C@H]2CCCC32OCCO2)c1OC
1220,YLIDE,COc1cccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1OC
1221,CARBONYL,C/C=C/[C@H](O[Si](C)(C)C(C)(C)C)C(C)(C)[C@H](C/C=C\[C@H]1C[C@H]1/C=C/[C@@H](Cc1nc(C(=O)OC)co1)OC)OC(=O)c1coc(C[C@H](/C=C/[C@@H]2C[C@@H]2C=O)OC)n1
1222,CARBONYL,COC(=O)c1coc(C[C@H](/C=C/[C@@H]2C[C@@H]2C=O)OC)n1
1223,CARBONYL,O=Cc1ccc(OCc2ccccc2Br)cc1Cl
1224,CARBONYL,O=C[C@@H](Cc1ccccc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1
1225,CARBONYL,O=Cc1c(-c2ccc3ccccc3c2)ccnc1Cl
1226,CARBONYL,CC/C=C/C[C@H](O)[C@H]1C[C@@H](O)[C@@H](CC=O)O1
1227,CARBONYL,COc1ccc(C(OC[C@]2(C=O)O[C@@H]3OC(C)(C)O[C@@H]3[C@@H]2OCc2ccc3ccccc3c2)(c2ccccc2)c2ccc(OC)cc2)cc1
1228,CARBONYL,COCO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1
1229,CARBONYL,CC(C)(C)C(=O)c1ccc(Br)cc1F
1230,CARBONYL,COc1ccc2oc3c(c2c1)[C@]12CCC[C@@H](O[Si](C)(C)C(C)(C)C)C1=C[C@@H](O2)C3=O
1231,CARBONYL,CCOC(=O)C1(Cc2ccccc2)CCCC1=O
1232,CARBONYL,O=C(CCc1ccccc1Br)c1ccccc1
1233,CARBONYL,CC1(C)O[C@@H]2[C@@H](CN3CCC(=O)C4(CC4)[C@@H]23)O1
1234,CARBONYL,COc1ccc(F)c(-c2cnc(C=O)c(F)c2)c1
1235,CARBONYL,COc1cc(/C=C2/N=C(c3ccccc3)OC2=O)cc(OC)c1OC
1236,CARBONYL,CC(=O)c1ccc(I)cc1
1237,CARBONYL,CCOC(=O)c1cc(C(=O)c2ccccc2O[Si](C)(C)C(C)(C)C)cnc1C
1238,YLIDE,COc1ccc(/C=C/C(=O)OCC(O)COC(=O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1OC
1239,YLIDE,C=C[C@H]1CC[C@H](CCC=P(c2ccccc2)(c2ccccc2)c2ccccc2)CC1
1240,CARBONYL,CC(C)(C)OC(=O)N1C(=O)[C@@](F)(CC=O)c2ccccc21
1241,CARBONYL,O=Cc1ccc(N2CCOCCOCCOCCOCC2)c([N+](=O)[O-])c1
1242,CARBONYL,COCO[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C=O
1243,CARBONYL,CC1(C)OC[C@H]([C@@H](O)CC=O)O1
1244,CARBONYL,C/C=C(\C)C[C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](C)[C@@H](O)[C@H](C)C=O
1245,CARBONYL,COc1ccc(CO[C@@H](C2SCCCS2)[C@@H](C)[C@H](C)C=O)cc1
1246,CARBONYL,COc1cc(C(=O)c2cc(OC)c(OC)c(OC)c2)c(OC)cc1F
1247,CARBONYL,O=Cc1ccc(Cl)cc1Br
1248,CARBONYL,O=Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1
1249,CARBONYL,CCCCN(CCCC)c1ccc(C=O)cc1
1250,CARBONYL,CC(C)(C)OC(=O)N1CCC(=O)CC1Cc1ccccc1
1251,CARBONYL,COC(=O)C[C@H]1CC[C@H](C)[C@@H](/C(C)=C/C=O)O1
1252,CARBONYL,CC(C)(C)OC(=O)N1C(=O)[C@](CCC=O)(c2ccccc2)c2cc(F)ccc21
1253,CARBONYL,CC1CCc2ccc(C=O)nc2N1C(=O)OC(C)(C)C
1254,CARBONYL,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
1255,CARBONYL,COC(CCC(C)CCCC(C)=O)OC
1256,CARBONYL,C[C@H](C=O)CC[C@H](O[Si](C)(C)C(C)(C)C)[C@H](C)COCc1ccccc1
1257,CARBONYL,C[C@]12CCCC(=O)[C@@H]1CCC1(C2)OCCO1
1258,YLIDE,COc1ccc(COc2ccc(C(=O)C=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1
1259,CARBONYL,COc1c2cnccc2c(OC)c2sc(C=O)cc12
1260,CARBONYL,CN(C)c1ccc(C=O)c(Cl)c1
1261,CARBONYL,CCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C=O)cc2)cc1
1262,CARBONYL,C[C@H](CCC=O)CCOCc1ccccc1
1263,CARBONYL,Cc1ccc(S(=O)(=O)N2C[C@@H]2C=O)cc1
1264,CARBONYL,CCC(=O)CCNC(=O)OCC[Si](C)(C)C
1265,CARBONYL,Cc1ncc(C=O)n1C
1266,CARBONYL,Cc1ccc(S(=O)(=O)N2[C@H](C=O)[C@H]2C(C)C)cc1
1267,CARBONYL,CO[C@H]1O[C@H](C=O)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1
1268,CARBONYL,COc1ccc2c(c1F)C(=O)CCC2
1269,CARBONYL,O=C1CC2C=CC(C1)C2
1270,CARBONYL,O=CC1=Cc2ccccc2CC1
1271,CARBONYL,COC(=O)C(C)(C)[C@H](CC=O)O[Si](C)(C)C(C)(C)C
1272,CARBONYL,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
1273,CARBONYL,CC(C)[C@@H](C)C=O
1274,CARBONYL,C[C@@](Cl)(/C=C\Br)[C@@H](Cl)/C=C/C(=O)C(Cl)Cl
1275,CARBONYL,CCCCCc1ccc(-c2ccc(-c3ccc(-c4cc(F)c(C=O)c(F)c4)c(F)c3)c(F)c2)cc1
1276,CARBONYL,CCCCCCCCCCCCCCCCCCC=O
1277,YLIDE,CCN(CC)CC=P(c1ccccc1)(c1ccccc1)c1ccccc1
1278,CARBONYL,CC(=O)C(F)(F)C(O[Si](C)(C)C(C)(C)C)c1ccccc1
1279,YLIDE,C(c1ccc2ccc3cccc4ccc1c2c34)=P(c1ccccc1)(c1ccccc1)c1ccccc1
1280,CARBONYL,O=Cc1ccccc1-c1ccc2c(-c3ccc4ccccc4c3)c3ccccc3c(-c3ccc4ccccc4c3)c2c1
1281,CARBONYL,CCCc1c(Cc2ccc(-c3ccccc3C#N)cc2)c(=O)n(C2CCC(=O)CC2)c2ncnn12
1282,CARBONYL,O=Cc1nc(-c2ccccc2F)cs1
1283,CARBONYL,O=Cc1c(Nc2ccccc2)oc2ccc(F)cc2c1=O
1284,CARBONYL,O=Cc1ccc(C(O)(Cn2cncn2)C2CC2)c(Cl)c1
1285,CARBONYL,CCCC(=O)CCCCCl
1286,CARBONYL,O=Cc1ccc(OCc2ccc(Cl)cc2)cc1
1287,CARBONYL,COc1cccc2c1CC[C@H](C)C2=O
1288,CARBONYL,O=Cc1ccc(C(F)(F)F)cc1[N+](=O)[O-]
1289,CARBONYL,COC1CN(Cc2ccccc2)CC(C=O)O1
1290,CARBONYL,C[C@]12CC[C@@H](O)CC1=CCC1C2CC[C@]2(C)C(=O)CCC12
1291,CARBONYL,CC(C)(C)[Si](C)(C)O[C@@H]1C[C@@H](C=O)N(C(=O)c2ccc3c(c2)OCO3)C1
1292,CARBONYL,O=Cc1csc2ccccc12
1293,YLIDE,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1cc(F)ccc1F
1294,CARBONYL,COc1cc(C=O)cc2cc(-c3ccc(C(F)(F)F)cc3)oc12
1295,CARBONYL,CC(C)(C)OC(=O)N1C2CCC1CC(=O)C2
1296,CARBONYL,C=CCOC1(C)CCN(c2c([C@H](OC(C)(C)C)C(=O)OCC)c(C)nc3cc(C=O)nn23)CC1
1297,CARBONYL,COc1ccc(COCC[C@@H](/C=C/C[C@@H](/C=C/C[C@@H](C=O)O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C)cc1
1298,CARBONYL,C=CCCCCCCCCC=O
1299,CARBONYL,O=Cc1ccc2c(ccn2C(=O)c2ccccc2)c1
1300,CARBONYL,COC(OC)C(C)C=O
1301,CARBONYL,O=Cc1cc2cc(Br)ccc2[nH]1
1302,CARBONYL,C=CCC1(CC(C)=O)O[Si](c2ccccc2)(c2ccccc2)c2ccccc21
1303,CARBONYL,CC(=O)[C@H]1O[C@@]2(C)[C@H](OCc3ccc4ccccc4c3)[C@H]3O[C@H]4C[C@H]5OC(C)(C)OCC[C@@H]5O[C@]4(C)C[C@@H]3O[C@@H]2C[C@@H]1O[Si](C)(C)C(C)(C)C
1304,CARBONYL,O=C[C@@H]1[C@@H]2C=C[C@H]3C[C@@H]2CC[C@@H]13
1305,CARBONYL,O=Cc1ccc(OCc2ccccc2)cc1
1306,CARBONYL,O=CC(C#Cc1ccccc1)(c1ccccc1)c1ccccc1
1307,CARBONYL,C[C@H]1CC[C@@]2(C)C(=O)CCC[C@@H]2[C@@]1(C)CCC1=CC[C@H](c2ccoc2)OC1
1308,CARBONYL,CO[C@H]1C[C@@H](C=O)[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O1
1309,YLIDE,O=[N+]([O-])c1ccc2c(c1)C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2
1310,PHOSPHINE,c1ccc(P(c2ccccc2)C2CCCCC2)cc1
1311,CARBONYL,O=C(O)CCCC(=O)c1cccc(Cl)c1
1312,CARBONYL,COC(=O)C(C(=O)OC)[C@]1(CC=O)C(=O)N(Cc2ccccc2)c2ccccc21
1313,CARBONYL,Cc1ccc(C=O)c(C)c1
1314,CARBONYL,CCCCC(=O)/C=C/CCCC=O
1315,YLIDE,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1cc2ccccc2oc1=O
1316,CARBONYL,COc1ccc(CO[C@@H](CCCC[C@H](OC)[C@@H](/C=C/[C@H](C)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)[C@H](O[Si](C)(C)C(C)(C)C)[C@H](C=O)OC)OC)c2ccccc2)cc1
1317,CARBONYL,CC(=O)OC[C@@H]1CCC[C@H](C=O)N1C(=O)OCc1ccccc1
1318,CARBONYL,CC[Si](CC)(CC)OC[C@@H]1CC(=O)CN1C(=O)OC(C)(C)C
1319,CARBONYL,O=Cc1cc2ccccc2[nH]c1=O
1320,YLIDE,CCCC/C=C\CC=P(c1ccccc1)(c1ccccc1)c1ccccc1
1321,YLIDE,O=C1CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N1c1ccc(Br)cc1
1322,CARBONYL,CCCCCCCCC1=CC(=O)OC1=O
1323,CARBONYL,C=CC(O[Si](C)(C)C(C)(C)C)[C@@H]1OC(c2ccccc2)O[C@@H]1C(=O)COC(c1ccccc1)(c1ccccc1)c1ccccc1
1324,CARBONYL,O=CCCC[C@@]12CCC[C@@H](COCc3ccccc3)N1O[C@@H](c1ccccc1)C2
1325,CARBONYL,CC1(C)c2ccccc2-c2ccc(-c3cc(Cl)ccc3C=O)cc21
1326,CARBONYL,CC1(C)O[C@@H](CCc2ccc(OCc3ccccc3)cc2)C[C@H](C=O)O1
1327,CARBONYL,CCC[C@H]1CC[C@H](c2cc(F)c(C(F)(F)Oc3cc(F)c(C(=O)C(F)(F)F)c(F)c3)c(F)c2)CC1
1328,YLIDE,OCCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
1329,CARBONYL,Cc1ccccc1C(=O)C(C)(C)C
1330,CARBONYL,CCOC(=O)CCC(=O)Cc1ccccc1
1331,CARBONYL,O=Cc1cc(Cl)nc(Cl)c1
1332,CARBONYL,CC(C)(C)[Si](C)(C)O[C@@H](CC=O)c1cccc([N+](=O)[O-])c1
1333,CARBONYL,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C=O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1
1334,CARBONYL,Cc1cc2[nH]c(C=O)cc2c(Cl)n1
1335,CARBONYL,CC(C)(C)OC(=O)N1CCCC1CC=O
1336,YLIDE,Cc1ccc2c(ccn3nc(C=P(c4ccccc4)(c4ccccc4)c4ccccc4)nc23)n1
1337,YLIDE,C=C(C)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
1338,CARBONYL,COC(=O)/C=C/C1=C(C=O)COc2ccccc21
1339,CARBONYL,CCc1ccc(C=O)cc1
1340,CARBONYL,CCO[C@H]1C[C@@]2(Cl)C(=O)C(=O)[C@]1(Cl)C2(OC)OC
1341,CARBONYL,CC(C)(C)[Si](C)(C)OC[C@@H]1[C@H]2CC[C@H](CC=O)CO[C@H]2C[C@H]1OC1CCCCO1
1342,CARBONYL,Cc1cc(C)cc(-c2c3nc(c(-c4cc(C)cc(C)c4)c4[nH]c(c(C=O)c4C#N)c(-c4cc(C)cc(C)c4)c4nc(c(-c5cc(C)cc(C)c5)c5ccc2[nH]5)C=C4)C=C3)c1
1343,YLIDE,CCn1cc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cn1
1344,CARBONYL,CC(C)(C)[Si](C)(C)O[C@@H](C=O)[C@H](F)/C=C\CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
1345,CARBONYL,CC(C)(C)OC(=O)[C@@H]1[C@H](C=O)C1(C)C
1346,CARBONYL,Cc1ccncc1C(=O)Nc1cnc(-c2cc(OC(F)(F)F)ccc2C=O)cn1
1347,CARBONYL,COC(=O)/C=C/[C@]1(CO[Si](C)(C)C(C)(C)C)C=C(C)[C@@H]2O[C@H](C(C)=O)[C@]3(C)C=C(C)[C@H]1[C@]23C
1348,CARBONYL,Cc1ccc([C@@H](C)C=O)cc1
1349,CARBONYL,O=Cc1cc(Cl)ccc1C#Cc1ccccc1
1350,CARBONYL,C=C[C@H]1CC1C=O
1351,CARBONYL,COC1(OC)[C@@]2(Br)C[C@H](CBr)[C@]1(Br)C(=O)C2=O
1352,CARBONYL,O=C(CN1C(=O)c2ccccc2C1=O)c1ccc(Br)cc1
1353,CARBONYL,O=Cc1ccnn1-c1ccccc1
1354,CARBONYL,O=Cc1nccn1-c1ccccc1
1355,CARBONYL,CCC#CC[C@@H](/C=C/[C@H]1C=C[C@@H](OC(C)OCC)[C@H]1CC=O)O[Si](C)(C)C(C)(C)C
1356,CARBONYL,O=C1Oc2ccc3ccccc3c2C1=O
1357,CARBONYL,O=Cc1ccc(I)c(O)c1I
1358,CARBONYL,CCOC(=O)C12CCCC(CN(Cc3ccccc3)C1)C2=O
1359,YLIDE,CC[C@@H](C)CCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
1360,CARBONYL,CC1(C)OC[C@H](C[C@H]2OC(C)(C)O[C@@H]2C=O)O1
1361,CARBONYL,O=C1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1
1362,CARBONYL,Cc1cccc(C=O)c1
1363,CARBONYL,O=CCn1c2ccccc2c2ccccc21
